country,survey_wave,sector,size,indicator,Multiple technologies,Single technology,Share of firms using generative AI tools,Climate change targets for own GHG emissions,No impact at all,A minor impact,A major impact,An opportunity,No Impact,A risk,Plan to invest,Already invested,Proportion of investment directed towards measures to improve energy efficiency,Share of firms investing in measures to improve energy efficiency,Sustainable transport options,Waste minimization and recycling,Onsite/offsite renewable energy generation,Investing in energy efficiency,"Investing in new, less polluting, business areas and technologies"
ES,2021,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
ES,2024,ALL,ALL,Implementation of digital technologies,0.59,0.22,,,,,,,,,,,,,,,,,
ES,2021,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
ES,2024,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.59,0.21,,,,,,,,,,,,,,,,,
ES,2023,Services (NACE G/I),ALL,Implementation of digital technologies,0.61,0.18,,,,,,,,,,,,,,,,,
ES,2022,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
ES,2020,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2022,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2024,ALL,ALL,Implementation of digital technologies,0.48,0.27,,,,,,,,,,,,,,,,,
EU,2022,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2025,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.5,0.29,,,,,,,,,,,,,,,,,
EU,2025,Construction (NACE F),ALL,Implementation of digital technologies,0.31,0.27,,,,,,,,,,,,,,,,,
EU,2019,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2018,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2023,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.42,0.28,,,,,,,,,,,,,,,,,
EU,2021,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2021,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2019,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2018,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2022,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2020,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2020,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2024,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.54,0.25,,,,,,,,,,,,,,,,,
EU,2024,ALL,SME,Implementation of digital technologies,0.36,0.3,,,,,,,,,,,,,,,,,
EU,2023,ALL,Large,Implementation of digital technologies,0.49,0.31,,,,,,,,,,,,,,,,,
EU,2025,ALL,Large,Implementation of digital technologies,0.62,0.23,,,,,,,,,,,,,,,,,
EU,2023,Construction (NACE F),ALL,Implementation of digital technologies,0.24,0.27,,,,,,,,,,,,,,,,,
EU,2018,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2018,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2020,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2025,Services (NACE G/I),ALL,Implementation of digital technologies,0.46,0.26,,,,,,,,,,,,,,,,,
EU,2018,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2022,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2024,Construction (NACE F),ALL,Implementation of digital technologies,0.29,0.28,,,,,,,,,,,,,,,,,
EU,2024,Services (NACE G/I),ALL,Implementation of digital technologies,0.44,0.29,,,,,,,,,,,,,,,,,
EU,2020,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2018,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2021,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2022,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2018,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2021,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2021,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2020,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2021,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2019,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2023,Services (NACE G/I),ALL,Implementation of digital technologies,0.38,0.31,,,,,,,,,,,,,,,,,
EU,2024,ALL,Large,Implementation of digital technologies,0.59,0.24,,,,,,,,,,,,,,,,,
EU,2020,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2025,ALL,ALL,Implementation of digital technologies,0.51,0.26,,,,,,,,,,,,,,,,,
EU,2022,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2023,ALL,ALL,Implementation of digital technologies,0.42,0.29,,,,,,,,,,,,,,,,,
EU,2019,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2022,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2021,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2024,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.5,0.26,,,,,,,,,,,,,,,,,
EU,2019,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2025,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.58,0.23,,,,,,,,,,,,,,,,,
EU,2023,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.49,0.29,,,,,,,,,,,,,,,,,
EU,2025,ALL,SME,Implementation of digital technologies,0.38,0.28,,,,,,,,,,,,,,,,,
EU,2023,ALL,SME,Implementation of digital technologies,0.34,0.27,,,,,,,,,,,,,,,,,
EU,2020,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2019,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
EU,2019,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2022,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2024,ALL,Micro/Small,Implementation of digital technologies,0.29,0.29,,,,,,,,,,,,,,,,,
FI,2022,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2018,ALL,Medium/Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2025,ALL,Medium/Large,Implementation of digital technologies,0.67,0.19,,,,,,,,,,,,,,,,,
FI,2024,Construction (NACE F),ALL,Implementation of digital technologies,0.34,0.19,,,,,,,,,,,,,,,,,
FI,2022,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2021,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2020,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2023,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.57,0.28,,,,,,,,,,,,,,,,,
FI,2019,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2019,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2021,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2022,ALL,Medium/Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2024,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.76,0.14,,,,,,,,,,,,,,,,,
FI,2020,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2018,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2021,ALL,Micro/Small,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2025,ALL,ALL,Implementation of digital technologies,0.58,0.21,,,,,,,,,,,,,,,,,
FI,2025,Services (NACE G/I),ALL,Implementation of digital technologies,0.63,0.23,,,,,,,,,,,,,,,,,
FI,2024,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.59,0.22,,,,,,,,,,,,,,,,,
FI,2020,ALL,Medium/Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2019,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2024,Services (NACE G/I),ALL,Implementation of digital technologies,0.66,0.15,,,,,,,,,,,,,,,,,
FI,2019,ALL,Micro/Small,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2023,Services (NACE G/I),ALL,Implementation of digital technologies,0.54,0.32,,,,,,,,,,,,,,,,,
FI,2020,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2019,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2018,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2018,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2018,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2024,ALL,Medium/Large,Implementation of digital technologies,0.75,0.14,,,,,,,,,,,,,,,,,
FI,2023,ALL,Medium/Large,Implementation of digital technologies,0.63,0.28,,,,,,,,,,,,,,,,,
FI,2018,ALL,Micro/Small,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2025,ALL,Micro/Small,Implementation of digital technologies,0.34,0.26,,,,,,,,,,,,,,,,,
FI,2021,ALL,Medium/Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2021,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2025,Construction (NACE F),ALL,Implementation of digital technologies,0.1,0.29,,,,,,,,,,,,,,,,,
FI,2020,ALL,Micro/Small,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2020,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2023,ALL,Micro/Small,Implementation of digital technologies,0.31,0.26,,,,,,,,,,,,,,,,,
FI,2025,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.55,0.25,,,,,,,,,,,,,,,,,
FI,2022,ALL,Micro/Small,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2024,ALL,ALL,Implementation of digital technologies,0.62,0.18,,,,,,,,,,,,,,,,,
FI,2020,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2022,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2023,Construction (NACE F),ALL,Implementation of digital technologies,0.22,0.27,,,,,,,,,,,,,,,,,
FI,2018,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2023,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.63,0.25,,,,,,,,,,,,,,,,,
FI,2021,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2023,ALL,ALL,Implementation of digital technologies,0.54,0.28,,,,,,,,,,,,,,,,,
FI,2019,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2022,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2025,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.71,0.15,,,,,,,,,,,,,,,,,
FI,2021,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FI,2019,ALL,Medium/Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2024,ALL,Large,Implementation of digital technologies,0.4,0.31,,,,,,,,,,,,,,,,,
FR,2021,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2019,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2025,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.45,0.33,,,,,,,,,,,,,,,,,
FR,2021,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2022,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2023,ALL,SME,Implementation of digital technologies,0.17,0.24,,,,,,,,,,,,,,,,,
FR,2019,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2021,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2020,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2020,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2020,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2018,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2024,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.48,0.24,,,,,,,,,,,,,,,,,
FR,2020,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2019,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2025,Construction (NACE F),ALL,Implementation of digital technologies,0.13,0.29,,,,,,,,,,,,,,,,,
FR,2021,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2019,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2018,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2023,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.24,0.3,,,,,,,,,,,,,,,,,
FR,2020,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2025,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.28,0.37,,,,,,,,,,,,,,,,,
FR,2024,ALL,ALL,Implementation of digital technologies,0.33,0.3,,,,,,,,,,,,,,,,,
FR,2025,Services (NACE G/I),ALL,Implementation of digital technologies,0.17,0.26,,,,,,,,,,,,,,,,,
FR,2018,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2024,Services (NACE G/I),ALL,Implementation of digital technologies,0.26,0.4,,,,,,,,,,,,,,,,,
FR,2018,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2023,Construction (NACE F),ALL,Implementation of digital technologies,0.21,0.17,,,,,,,,,,,,,,,,,
FR,2024,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.28,0.3,,,,,,,,,,,,,,,,,
FR,2023,ALL,ALL,Implementation of digital technologies,0.23,0.36,,,,,,,,,,,,,,,,,
FR,2018,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2024,ALL,SME,Implementation of digital technologies,0.2,0.27,,,,,,,,,,,,,,,,,
FR,2025,ALL,Large,Implementation of digital technologies,0.33,0.31,,,,,,,,,,,,,,,,,
FR,2021,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2018,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2022,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2021,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2023,ALL,Large,Implementation of digital technologies,0.26,0.43,,,,,,,,,,,,,,,,,
FR,2024,Construction (NACE F),ALL,Implementation of digital technologies,0.21,0.18,,,,,,,,,,,,,,,,,
FR,2019,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2022,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2021,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2020,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2022,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2023,Services (NACE G/I),ALL,Implementation of digital technologies,0.13,0.4,,,,,,,,,,,,,,,,,
FR,2020,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2023,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.33,0.44,,,,,,,,,,,,,,,,,
FR,2025,ALL,SME,Implementation of digital technologies,0.2,0.33,,,,,,,,,,,,,,,,,
FR,2018,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2019,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2022,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2025,ALL,ALL,Implementation of digital technologies,0.29,0.32,,,,,,,,,,,,,,,,,
FR,2022,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2019,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
FR,2022,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2025,ALL,Large,Implementation of digital technologies,0.4,0.3,,,,,,,,,,,,,,,,,
HR,2022,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2018,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2021,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2020,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2020,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2021,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2020,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2022,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2019,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2022,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2022,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2019,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2019,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2023,ALL,Large,Implementation of digital technologies,0.42,0.38,,,,,,,,,,,,,,,,,
HR,2025,Services (NACE G/I),ALL,Implementation of digital technologies,0.24,0.31,,,,,,,,,,,,,,,,,
HR,2023,ALL,ALL,Implementation of digital technologies,0.32,0.32,,,,,,,,,,,,,,,,,
HR,2020,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2023,Services (NACE G/I),ALL,Implementation of digital technologies,0.29,0.29,,,,,,,,,,,,,,,,,
HR,2018,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2023,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.27,0.47,,,,,,,,,,,,,,,,,
HR,2021,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2024,ALL,SME,Implementation of digital technologies,0.2,0.29,,,,,,,,,,,,,,,,,
HR,2024,ALL,Large,Implementation of digital technologies,0.48,0.28,,,,,,,,,,,,,,,,,
HR,2025,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.18,0.41,,,,,,,,,,,,,,,,,
HR,2019,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2021,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2024,Construction (NACE F),ALL,Implementation of digital technologies,0.16,0.38,,,,,,,,,,,,,,,,,
HR,2023,Construction (NACE F),ALL,Implementation of digital technologies,0.04,0.4,,,,,,,,,,,,,,,,,
HR,2019,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2020,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2023,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.48,0.22,,,,,,,,,,,,,,,,,
HR,2021,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2025,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.42,0.15,,,,,,,,,,,,,,,,,
HR,2019,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2024,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.45,0.25,,,,,,,,,,,,,,,,,
HR,2024,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.36,0.28,,,,,,,,,,,,,,,,,
HR,2021,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2018,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2020,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2018,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2018,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2020,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2022,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2025,Construction (NACE F),ALL,Implementation of digital technologies,0.32,0.12,,,,,,,,,,,,,,,,,
HR,2022,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2025,ALL,SME,Implementation of digital technologies,0.2,0.23,,,,,,,,,,,,,,,,,
HR,2024,Services (NACE G/I),ALL,Implementation of digital technologies,0.24,0.29,,,,,,,,,,,,,,,,,
HR,2025,ALL,ALL,Implementation of digital technologies,0.29,0.26,,,,,,,,,,,,,,,,,
HR,2022,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2018,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2021,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2018,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2019,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HR,2023,ALL,SME,Implementation of digital technologies,0.23,0.27,,,,,,,,,,,,,,,,,
HR,2024,ALL,ALL,Implementation of digital technologies,0.33,0.28,,,,,,,,,,,,,,,,,
HU,2021,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2020,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2023,ALL,ALL,Implementation of digital technologies,0.28,0.26,,,,,,,,,,,,,,,,,
HU,2018,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2024,ALL,SME,Implementation of digital technologies,0.13,0.24,,,,,,,,,,,,,,,,,
HU,2018,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2021,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2021,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2020,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2019,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2020,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2024,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.35,0.31,,,,,,,,,,,,,,,,,
HU,2022,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2018,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2021,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2018,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2021,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2019,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2025,Construction (NACE F),ALL,Implementation of digital technologies,0.03,0.15,,,,,,,,,,,,,,,,,
HU,2019,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2019,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2022,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2022,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2024,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,0.23,0.22,,,,,,,,,,,,,,,,,
HU,2021,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2020,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2020,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2020,Other (NACE D/E/H/J),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2022,Construction (NACE F),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2023,ALL,Large,Implementation of digital technologies,0.4,0.28,,,,,,,,,,,,,,,,,
HU,2021,Services (NACE G/I),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2022,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2025,Manufacturing (NACE C),ALL,Implementation of digital technologies,0.53,0.18,,,,,,,,,,,,,,,,,
HU,2020,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2018,ALL,SME,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2025,Services (NACE G/I),ALL,Implementation of digital technologies,0.13,0.35,,,,,,,,,,,,,,,,,
HU,2024,ALL,ALL,Implementation of digital technologies,0.25,0.27,,,,,,,,,,,,,,,,,
HU,2024,Services (NACE G/I),ALL,Implementation of digital technologies,0.15,0.28,,,,,,,,,,,,,,,,,
HU,2019,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2019,ALL,ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2024,ALL,Large,Implementation of digital technologies,0.35,0.31,,,,,,,,,,,,,,,,,
HU,2018,Manufacturing (NACE C),ALL,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
HU,2022,ALL,Large,Implementation of digital technologies,,,,,,,,,,,,,,,,,,,
